"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 15, 2017","1,084.89","1,065.55","1,092.73","1,060.88","4.37B","2.13%"
"Oct 08, 2017","1,062.26","1,003.24","1,065.99","992.10","4.78B","2.01%"
"Oct 01, 2017","1,041.37","1,029.34","1,050.48","1,028.83","4.42B","1.19%"
"Sep 24, 2017","1,029.08","1,036.77","1,041.37","1,009.87","4.50B","-1.17%"
"Sep 17, 2017","1,041.23","1,080.17","1,080.74","1,034.12","4.33B","-3.36%"
"Sep 10, 2017","1,077.42","1,090.29","1,098.65","1,074.49","5.13B","-0.65%"
"Sep 03, 2017","1,084.52","1,103.49","1,104.40","1,081.17","4.58B","-1.42%"
"Aug 27, 2017","1,100.10","1,101.75","1,105.31","1,094.45","2.00B","0.23%"
"Aug 20, 2017","1,097.55","1,072.35","1,102.30","1,068.00","5.00B","2.38%"
"Aug 13, 2017","1,072.02","1,079.07","1,102.33","1,049.39","6.96B","0.22%"
"Aug 06, 2017","1,069.63","1,091.05","1,103.22","1,060.76","5.27B","-1.46%"
"Jul 30, 2017","1,085.45","1,079.21","1,086.49","1,059.76","4.54B","0.78%"
"Jul 23, 2017","1,077.00","1,072.13","1,086.06","1,065.75","4.58B","0.80%"
"Jul 16, 2017","1,068.43","1,053.62","1,077.50","1,051.98","4.31B","1.58%"
"Jul 09, 2017","1,051.76","1,005.89","1,052.00","1,005.89","4.32B","5.09%"
"Jul 02, 2017","1,000.84","1,006.39","1,014.16","1,000.84","3.80B","-0.35%"
"Jun 25, 2017","1,004.40","994.39","1,009.91","994.19","2.39B","0.80%"
"Jun 18, 2017","996.39","987.36","1,002.66","987.23","3.49B","1.47%"
"Jun 11, 2017","981.93","989.15","1,000.01","979.30","4.28B","-0.76%"
"Jun 04, 2017","989.43","991.50","992.78","974.70","4.34B","0.08%"
"May 28, 2017","988.68","976.95","988.68","969.26","3.97B","1.37%"
"May 21, 2017","975.33","958.55","987.95","958.55","5.14B","2.51%"
"May 14, 2017","951.47","955.69","966.29","943.64","3.58B","0.16%"
"May 07, 2017","949.96","943.33","964.91","936.73","4.33B","1.14%"
"Apr 30, 2017","939.28","949.94","953.59","930.00","3.03B","-0.77%"
"Apr 23, 2017","946.55","929.20","951.96","927.71","4.21B","2.41%"
"Apr 16, 2017","924.24","907.31","929.09","900.52","3.93B","2.62%"
"Apr 09, 2017","900.64","887.66","918.32","887.31","3.73B","1.77%"
"Apr 02, 2017","884.97","890.20","890.70","879.98","2.80B","-0.51%"
"Mar 26, 2017","889.47","902.91","903.90","888.19","3.23B","-1.59%"
"Mar 19, 2017","903.83","902.62","914.97","892.77","3.60B","-0.12%"
"Mar 12, 2017","904.91","895.51","908.44","889.21","3.32B","0.98%"
"Mar 05, 2017","896.11","900.65","914.38","886.49","3.70B","-0.12%"
"Feb 26, 2017","897.22","884.17","900.43","872.45","3.98B","1.66%"
"Feb 19, 2017","882.58","894.59","895.83","874.67","3.35B","-0.64%"
"Feb 12, 2017","888.30","877.32","889.98","875.05","3.81B","1.55%"
"Feb 05, 2017","874.73","891.22","895.38","868.77","4.91B","-1.04%"
"Jan 29, 2017","883.89","836.70","883.89","836.50","5.08B","5.44%"
"Jan 22, 2017","838.27","834.30","842.78","828.11","4.04B","0.91%"
"Jan 15, 2017","830.67","816.62","833.18","813.45","4.48B","1.89%"
"Jan 08, 2017","815.24","767.87","816.42","766.36","4.71B","5.73%"
"Jan 01, 2017","771.07","779.07","779.69","756.57","2.95B","-1.32%"
"Dec 25, 2016","781.39","770.86","783.72","765.14","1.76B","1.52%"
"Dec 18, 2016","769.72","777.41","782.03","768.84","2.51B","-0.80%"
"Dec 11, 2016","775.90","753.47","779.04","749.09","3.16B","2.46%"
"Dec 04, 2016","757.27","730.69","764.59","730.14","3.43B","3.18%"
"Nov 27, 2016","733.91","750.00","753.33","717.93","3.36B","-1.31%"
"Nov 20, 2016","743.63","758.81","762.16","737.53","3.22B","-1.69%"
"Nov 13, 2016","756.39","753.97","757.84","742.92","3.22B","0.62%"
"Nov 06, 2016","751.74","752.02","771.08","745.09","4.11B","1.22%"
"Oct 30, 2016","742.67","785.59","789.57","742.39","3.36B","-5.19%"
"Oct 23, 2016","783.33","792.42","802.91","780.71","3.06B","-0.65%"
"Oct 16, 2016","788.44","774.18","795.41","769.91","3.60B","1.66%"
"Oct 09, 2016","775.54","782.97","785.06","766.13","4.09B","-0.54%"
"Oct 02, 2016","779.76","769.24","786.06","764.85","3.72B","1.95%"
"Sep 25, 2016","764.88","762.44","778.57","761.48","3.51B","-4.10%"
"Sep 18, 2016","797.56","765.12","800.87","765.12","3.54B","4.91%"
"Sep 11, 2016","760.20","771.42","772.55","760.10","573.93M","-1.34%"
"Sep 04, 2016","770.54","773.33","782.94","770.21","2.65B","0.22%"
"Aug 28, 2016","768.84","767.47","769.75","757.31","1.96B","-0.31%"
"Aug 21, 2016","771.20","777.16","782.93","751.14","3.08B","-1.31%"
"Aug 14, 2016","781.46","787.19","790.41","772.74","2.56B","-0.11%"
"Aug 07, 2016","782.29","774.14","793.67","769.81","3.69B","2.84%"
"Jul 31, 2016","760.66","762.28","768.43","741.42","3.29B","0.88%"
"Jul 24, 2016","754.06","724.23","759.24","723.95","3.37B","5.11%"
"Jul 17, 2016","717.38","807.56","811.10","704.26","5.07B","-13.39%"
"Jul 10, 2016","828.25","786.26","828.25","786.26","3.30B","6.16%"
"Jul 03, 2016","780.19","781.20","783.88","776.50","635.36M","0.09%"
"Jun 26, 2016","779.52","754.58","779.52","748.82","3.09B","3.43%"
"Jun 19, 2016","753.66","764.46","783.51","740.17","2.80B","-0.09%"
"Jun 12, 2016","754.31","764.68","766.16","746.72","2.73B","-1.89%"
"Jun 05, 2016","768.87","785.21","794.20","767.23","2.81B","-1.60%"
"May 29, 2016","781.39","779.48","791.06","762.34","2.70B","0.14%"
"May 22, 2016","780.29","765.34","799.41","762.08","3.32B","2.19%"
"May 15, 2016","763.58","779.60","782.01","763.02","2.45B","-1.86%"
"May 08, 2016","778.08","790.32","797.37","775.86","3.26B","-0.71%"
"May 01, 2016","783.68","852.42","852.69","772.09","4.27B","-8.16%"
"Apr 24, 2016","853.28","855.73","861.21","847.63","3.02B","-0.58%"
"Apr 17, 2016","858.29","851.80","869.31","849.98","3.74B","0.30%"
"Apr 10, 2016","855.73","826.31","862.54","823.01","4.40B","3.72%"
"Apr 03, 2016","825.02","827.63","838.73","808.84","3.56B","0.17%"
"Mar 27, 2016","823.59","814.94","834.47","808.73","3.08B","1.23%"
"Mar 20, 2016","813.56","827.76","835.24","801.21","3.91B","-1.91%"
"Mar 13, 2016","829.43","792.03","829.43","784.20","3.91B","4.49%"
"Mar 06, 2016","793.80","773.50","796.74","771.50","4.00B","2.84%"
"Feb 28, 2016","771.91","747.10","775.27","744.24","3.55B","3.02%"
"Feb 21, 2016","749.29","736.57","760.17","735.66","3.91B","2.62%"
"Feb 14, 2016","730.15","712.75","734.56","694.36","3.54B","2.93%"
"Feb 07, 2016","709.37","744.57","746.56","698.90","3.97B","-4.40%"
"Jan 31, 2016","742.04","734.96","747.67","720.15","3.64B","0.98%"
"Jan 24, 2016","734.81","707.62","735.07","699.25","3.53B","4.61%"
"Jan 17, 2016","702.44","714.64","718.27","682.30","3.56B","-1.15%"
"Jan 10, 2016","710.62","703.97","730.11","701.12","3.89B","0.64%"
"Jan 03, 2016","706.13","717.27","721.32","693.96","3.58B","-1.55%"
"Dec 27, 2015","717.27","741.90","749.54","714.34","1.97B","-3.32%"
"Dec 20, 2015","741.90","724.60","744.99","722.21","2.76B","2.39%"
"Dec 13, 2015","724.60","702.80","741.79","691.91","3.98B","3.10%"
"Dec 06, 2015","702.80","742.65","752.37","702.80","3.59B","-5.37%"
"Nov 29, 2015","742.65","756.38","777.67","733.71","3.35B","-1.82%"
"Nov 22, 2015","756.38","806.53","807.84","748.24","3.59B","-6.25%"
"Nov 15, 2015","806.82","815.81","818.58","801.86","2.46B","-1.46%"
"Nov 08, 2015","818.79","820.00","826.22","811.74","2.81B","-0.06%"
"Nov 01, 2015","819.30","836.54","843.54","817.18","4.06B","3.17%"
"Oct 25, 2015","794.09","801.72","804.03","775.85","1.99B","-0.89%"
"Oct 18, 2015","801.25","788.46","810.67","788.46","3.52B","2.09%"
"Oct 11, 2015","784.84","785.47","803.83","778.89","3.22B","-0.92%"
"Oct 04, 2015","792.15","753.13","796.16","753.13","3.81B","6.48%"
"Sep 27, 2015","743.97","747.59","751.28","726.38","2.67B","-0.29%"
"Sep 20, 2015","746.10","748.80","761.90","745.25","1.14B","-0.65%"
"Sep 13, 2015","750.99","716.26","751.02","710.50","2.65B","5.25%"
"Sep 06, 2015","713.51","724.35","728.96","712.63","1.85B","-2.19%"
"Aug 30, 2015","729.50","745.49","753.21","728.96","2.30B","-2.27%"
"Aug 23, 2015","746.42","726.39","751.58","697.97","2.61B","1.14%"
"Aug 16, 2015","737.98","773.58","775.70","735.20","2.42B","-4.54%"
"Aug 09, 2015","773.09","785.92","799.09","758.02","2.50B","-1.43%"
"Aug 02, 2015","784.27","798.80","798.80","777.14","2.20B","-1.86%"
"Jul 26, 2015","799.10","787.25","799.10","772.30","2.65B","1.52%"
"Jul 19, 2015","787.12","828.14","828.95","777.26","2.79B","-4.93%"
"Jul 12, 2015","827.90","828.10","841.93","824.88","1.87B","-0.00%"
"Jul 05, 2015","827.92","809.88","833.96","802.39","2.52B","1.94%"
"Jun 28, 2015","812.17","823.57","829.40","809.78","2.47B","-2.79%"
"Jun 21, 2015","835.46","829.14","845.29","826.79","3.01B","1.32%"
"Jun 14, 2015","824.54","805.48","827.81","789.51","2.78B","2.39%"
"Jun 07, 2015","805.33","752.68","811.70","752.68","3.77B","-1.72%"
"May 31, 2015","819.43","827.69","834.12","803.41","3.20B","-1.25%"
"May 24, 2015","829.81","857.05","857.88","825.86","2.86B","-3.29%"
"May 17, 2015","858.04","876.40","886.52","857.17","2.66B","-2.06%"
"May 10, 2015","876.05","841.62","879.96","841.62","3.59B","4.22%"
"May 03, 2015","840.60","838.81","846.06","817.54","3.00B","0.13%"
"Apr 26, 2015","839.47","856.89","867.55","839.47","2.95B","-1.87%"
"Apr 19, 2015","855.51","828.31","855.80","818.26","2.94B","3.80%"
"Apr 12, 2015","824.18","826.31","833.39","807.04","3.68B","-0.28%"
"Apr 05, 2015","826.46","823.44","837.86","818.94","3.07B","-0.42%"
"Mar 29, 2015","829.94","808.76","830.47","804.64","2.74B","2.60%"
"Mar 22, 2015","808.94","825.70","837.68","802.34","3.31B","-1.95%"
"Mar 15, 2015","825.06","776.77","827.32","771.78","3.45B","7.65%"
"Mar 08, 2015","766.42","812.07","817.57","766.42","3.76B","-4.57%"
"Mar 01, 2015","803.10","844.05","846.74","800.14","3.66B","-4.56%"
"Feb 22, 2015","841.48","854.87","878.47","837.85","3.72B","-1.57%"
"Feb 15, 2015","854.89","861.45","865.72","841.52","2.99B","-0.37%"
"Feb 08, 2015","858.09","850.09","863.57","829.75","3.85B","0.97%"
"Feb 01, 2015","849.87","891.45","900.48","849.10","3.45B","-4.45%"
"Jan 25, 2015","889.46","905.49","918.06","880.45","3.03B","-1.97%"
"Jan 18, 2015","907.36","876.97","915.85","875.85","3.39B","3.80%"
"Jan 11, 2015","874.16","879.17","887.39","868.63","3.54B","-0.26%"
"Jan 04, 2015","876.48","854.95","883.27","854.11","3.58B","2.56%"
"Dec 28, 2014","854.59","847.58","858.51","835.87","1.59B","0.60%"
"Dec 21, 2014","849.47","836.00","854.34","833.44","2.15B","1.64%"
"Dec 14, 2014","835.74","829.40","837.94","788.44","3.83B","0.42%"
"Dec 07, 2014","832.26","853.34","855.43","830.62","3.28B","-2.36%"
"Nov 30, 2014","852.40","862.14","870.10","845.44","3.90B","-1.08%"
"Nov 23, 2014","861.69","831.16","870.48","825.58","3.90B","3.47%"
"Nov 16, 2014","832.82","813.53","834.71","804.56","4.02B","2.55%"
"Nov 09, 2014","812.12","783.46","815.04","776.36","3.68B","4.17%"
"Nov 02, 2014","779.58","805.56","809.88","771.33","3.79B","-3.25%"
"Oct 26, 2014","805.80","797.83","811.47","785.44","2.35B","1.46%"
"Oct 19, 2014","794.17","761.73","799.52","758.47","3.55B","5.14%"
"Oct 12, 2014","755.33","737.91","759.77","737.24","3.84B","2.77%"
"Oct 05, 2014","734.94","733.63","753.53","726.12","1.94B","-1.20%"
"Sep 28, 2014","743.84","746.02","752.10","735.40","2.52B","-0.33%"
"Sep 21, 2014","746.32","769.47","778.03","738.47","2.87B","-2.98%"
"Sep 14, 2014","769.22","776.86","794.06","769.22","2.72B","-1.16%"
"Sep 07, 2014","778.21","823.92","826.28","777.04","2.82B","-5.32%"
"Aug 31, 2014","821.93","804.55","823.48","801.79","2.52B","2.34%"
"Aug 24, 2014","803.13","791.73","816.11","789.23","2.32B","1.75%"
"Aug 17, 2014","789.30","771.77","795.25","765.40","2.89B","2.92%"
"Aug 10, 2014","766.92","804.27","804.83","766.26","3.07B","-3.17%"
"Aug 03, 2014","791.99","824.17","829.88","777.51","2.92B","-3.53%"
"Jul 27, 2014","820.94","839.19","843.56","809.15","1.18B","-2.52%"
"Jul 20, 2014","842.18","826.93","842.90","821.65","2.74B","2.31%"
"Jul 13, 2014","823.15","798.09","824.92","796.70","2.66B","3.72%"
"Jul 06, 2014","793.64","773.81","798.37","772.55","2.52B","2.36%"
"Jun 29, 2014","775.35","787.64","792.64","760.56","2.39B","-1.19%"
"Jun 22, 2014","784.72","787.52","800.57","777.57","2.09B","0.09%"
"Jun 15, 2014","784.01","782.03","794.31","774.44","2.54B","-0.77%"
"Jun 08, 2014","790.12","808.61","819.15","778.55","3.53B","-1.72%"
"Jun 01, 2014","803.98","796.48","806.37","782.18","2.94B","1.40%"
"May 25, 2014","792.90","779.47","799.99","772.70","3.06B","1.57%"
"May 18, 2014","780.61","753.11","784.53","746.55","2.38B","4.07%"
"May 11, 2014","750.09","760.51","767.69","745.70","2.63B","-0.73%"
"May 04, 2014","755.63","753.44","761.06","744.16","2.97B","0.54%"
"Apr 27, 2014","751.59","716.16","754.31","711.67","2.58B","5.28%"
"Apr 20, 2014","713.89","735.62","737.03","712.86","2.03B","-2.84%"
"Apr 13, 2014","734.76","725.78","744.42","719.90","3.06B","1.02%"
"Apr 06, 2014","727.36","721.40","739.62","720.33","3.00B","0.21%"
"Mar 30, 2014","725.83","704.65","726.83","687.21","4.43B","5.01%"
"Mar 23, 2014","691.17","647.55","693.18","637.10","3.54B","7.03%"
"Mar 16, 2014","645.79","637.61","660.23","637.61","2.49B","2.05%"
"Mar 09, 2014","632.79","627.91","641.27","621.40","2.45B","0.29%"
"Mar 02, 2014","630.96","616.55","641.74","611.66","2.22B","0.87%"
"Feb 23, 2014","625.53","640.37","643.77","611.42","2.41B","-2.09%"
"Feb 16, 2014","638.86","654.37","659.16","627.05","2.62B","-1.54%"
"Feb 09, 2014","648.83","643.51","650.48","635.72","2.79B","0.42%"
"Feb 02, 2014","646.14","621.66","649.24","608.49","3.40B","4.46%"
"Jan 26, 2014","618.58","643.60","655.47","607.54","3.96B","-3.99%"
"Jan 19, 2014","644.28","648.96","674.51","632.72","3.28B","-1.84%"
"Jan 12, 2014","656.35","683.90","686.91","656.35","3.00B","-3.35%"
"Jan 05, 2014","679.12","662.82","689.59","657.42","3.41B","2.95%"
"Dec 29, 2013","659.67","652.92","687.05","649.26","2.65B","3.26%"
"Dec 22, 2013","638.85","701.39","702.34","611.50","3.53B","-8.18%"
"Dec 15, 2013","695.73","738.73","749.74","681.84","3.99B","-6.06%"
"Dec 08, 2013","740.65","740.00","749.51","729.31","2.23B","0.94%"
"Dec 01, 2013","733.78","758.97","761.97","716.12","2.64B","-3.13%"
"Nov 24, 2013","757.48","764.84","770.44","744.70","2.21B","0.15%"
"Nov 17, 2013","756.38","746.34","758.75","739.70","2.95B","1.84%"
"Nov 10, 2013","742.73","741.56","748.87","708.36","3.59B","0.48%"
"Nov 03, 2013","739.18","765.46","770.99","737.54","2.30B","-3.38%"
"Oct 27, 2013","765.01","796.45","804.63","763.87","1.97B","-3.50%"
"Oct 20, 2013","792.72","781.61","795.89","778.56","3.02B","3.98%"
"Oct 13, 2013","762.35","760.62","764.15","759.92","109.01M","0.08%"
"Oct 06, 2013","761.76","758.39","764.13","738.10","2.33B","-0.04%"
"Sep 29, 2013","762.07","743.42","768.64","735.45","2.98B","1.92%"
"Sep 22, 2013","747.72","778.74","781.27","747.72","2.77B","-3.97%"
"Sep 15, 2013","778.63","730.31","805.70","730.31","3.81B","8.69%"
"Sep 08, 2013","716.35","679.58","727.79","679.30","3.04B","6.55%"
"Sep 01, 2013","672.32","674.46","688.29","662.13","2.38B","1.26%"
"Aug 25, 2013","663.94","682.15","689.47","638.88","2.37B","-2.26%"
"Aug 18, 2013","679.32","736.93","736.93","672.97","2.57B","-8.54%"
"Aug 11, 2013","742.75","742.65","761.34","734.72","2.13B","0.99%"
"Aug 04, 2013","735.45","741.69","748.97","735.45","760.78M","-0.66%"
"Jul 28, 2013","740.33","723.52","745.93","720.70","2.37B","2.04%"
"Jul 21, 2013","725.55","761.82","771.76","724.55","2.67B","-4.37%"
"Jul 14, 2013","758.74","742.76","776.63","742.00","3.32B","2.64%"
"Jul 07, 2013","739.22","732.57","739.36","704.09","3.02B","1.11%"
"Jun 30, 2013","731.12","764.24","769.66","730.50","2.27B","-4.17%"
"Jun 23, 2013","762.95","727.19","770.16","700.94","3.05B","4.37%"
"Jun 16, 2013","731.02","785.96","803.07","724.97","2.84B","-8.64%"
"Jun 09, 2013","800.11","769.03","800.48","743.07","3.18B","2.14%"
"Jun 02, 2013","783.33","804.63","822.18","730.34","3.75B","-8.90%"
"May 26, 2013","859.90","911.69","916.28","848.67","3.04B","-5.52%"
"May 19, 2013","910.16","921.73","933.98","899.76","2.74B","-0.99%"
"May 12, 2013","919.25","893.67","931.16","889.27","2.82B","2.63%"
"May 05, 2013","895.69","890.56","913.72","887.60","2.66B","0.53%"
"Apr 28, 2013","890.94","853.26","899.87","846.28","2.24B","4.68%"
"Apr 21, 2013","851.12","836.11","855.73","832.37","1.74B","2.19%"
"Apr 14, 2013","832.85","843.11","859.11","823.23","2.47B","-1.53%"
"Apr 07, 2013","845.81","823.00","848.36","820.33","2.31B","3.06%"
"Mar 31, 2013","820.71","858.12","863.71","820.71","2.34B","-4.46%"
"Mar 24, 2013","858.99","830.33","859.99","823.72","2.33B","4.18%"
"Mar 17, 2013","824.52","822.98","839.30","818.48","1.91B","-0.80%"
"Mar 10, 2013","831.15","835.19","839.33","819.82","2.10B","-0.51%"
"Mar 03, 2013","835.42","798.59","837.64","798.23","2.71B","4.60%"
"Feb 24, 2013","798.68","760.73","799.95","756.34","2.68B","5.23%"
"Feb 17, 2013","758.99","784.19","790.74","756.68","2.65B","-2.79%"
"Feb 10, 2013","780.81","788.32","793.01","766.30","2.68B","-0.77%"
"Feb 03, 2013","786.84","804.13","812.20","772.11","3.13B","-1.92%"
"Jan 27, 2013","802.22","849.03","849.06","786.48","3.60B","-5.35%"
"Jan 20, 2013","847.55","852.97","867.87","845.32","3.96B","-0.29%"
"Jan 13, 2013","850.05","814.17","855.97","812.29","3.67B","4.90%"
"Jan 06, 2013","810.34","798.01","815.05","796.74","3.55B","1.85%"
"Dec 30, 2012","795.64","785.42","801.66","776.76","2.11B","1.25%"
"Dec 23, 2012","785.79","768.11","790.77","767.20","2.42B","2.47%"
"Dec 16, 2012","766.85","763.82","781.37","763.01","2.39B","0.51%"
"Dec 09, 2012","762.93","762.36","778.04","760.48","2.92B","0.07%"
"Dec 02, 2012","762.42","731.26","763.46","731.26","3.26B","4.36%"
"Nov 25, 2012","730.59","711.84","730.75","711.08","2.71B","2.89%"
"Nov 18, 2012","710.04","709.39","714.36","698.17","2.70B","0.30%"
"Nov 11, 2012","707.91","718.18","725.53","707.60","2.22B","-1.43%"
"Nov 04, 2012","718.20","716.15","733.14","710.93","2.90B","0.56%"
"Oct 28, 2012","714.23","706.77","729.41","706.29","2.05B","1.01%"
"Oct 21, 2012","707.08","708.00","713.42","705.32","837.42M","-0.09%"
"Oct 14, 2012","707.74","695.63","709.23","692.77","1.93B","1.68%"
"Oct 07, 2012","696.03","673.46","699.69","671.04","2.42B","3.29%"
"Sep 30, 2012","673.84","662.70","678.09","656.40","2.39B","1.49%"
"Sep 23, 2012","663.97","674.19","680.01","660.94","2.22B","-2.20%"
"Sep 16, 2012","678.91","680.05","682.59","664.73","2.19B","-0.42%"
"Sep 09, 2012","681.80","681.22","685.41","672.56","2.18B","0.36%"
"Sep 02, 2012","679.37","673.04","682.66","667.09","2.21B","0.84%"
"Aug 26, 2012","673.68","656.95","673.68","656.95","1.45B","2.61%"
"Aug 19, 2012","656.54","658.08","665.99","655.18","912.64M","-0.16%"
"Aug 12, 2012","657.58","650.28","659.54","637.40","1.66B","0.97%"
"Aug 05, 2012","651.26","653.20","661.41","640.22","2.11B","-0.27%"
"Jul 29, 2012","653.04","645.23","654.45","632.65","2.38B","1.45%"
"Jul 22, 2012","643.73","613.91","644.98","604.67","2.12B","4.18%"
"Jul 15, 2012","617.92","627.17","630.20","614.05","1.87B","-1.39%"
"Jul 08, 2012","626.62","627.25","635.76","621.08","1.86B","-0.19%"
"Jul 01, 2012","627.81","623.10","631.58","617.42","2.11B","0.38%"
"Jun 24, 2012","625.43","598.61","625.43","594.79","2.35B","3.46%"
"Jun 17, 2012","604.51","588.98","608.15","581.45","2.14B","3.39%"
"Jun 10, 2012","584.68","582.43","586.64","575.05","1.97B","2.04%"
"Jun 03, 2012","573.00","551.92","573.66","551.32","2.07B","3.12%"
"May 27, 2012","555.68","550.91","557.90","543.66","2.31B","1.38%"
"May 20, 2012","548.10","572.40","574.85","539.98","2.13B","-3.73%"
"May 13, 2012","569.36","586.78","589.07","564.05","2.16B","-3.29%"
"May 06, 2012","588.73","582.49","593.25","580.48","1.93B","-0.24%"
"Apr 29, 2012","590.16","607.95","608.62","588.20","1.68B","-2.61%"
"Apr 22, 2012","605.97","595.72","610.76","592.41","2.18B","0.79%"
"Apr 15, 2012","601.23","602.06","612.45","596.96","2.56B","-0.76%"
"Apr 08, 2012","605.83","608.67","612.47","593.88","2.97B","-0.59%"
"Apr 01, 2012","609.40","625.98","636.17","608.32","3.16B","-2.38%"
"Mar 25, 2012","624.23","611.40","630.35","610.93","3.15B","1.64%"
"Mar 18, 2012","614.17","624.24","630.16","612.49","3.03B","-1.47%"
"Mar 11, 2012","623.36","591.46","623.77","587.78","3.07B","5.16%"
"Mar 04, 2012","592.80","606.09","606.09","588.63","2.42B","-2.66%"
"Feb 26, 2012","609.02","595.72","610.22","583.79","2.79B","1.95%"
"Feb 19, 2012","597.38","615.99","617.79","591.43","3.19B","-2.25%"
"Feb 12, 2012","611.11","598.07","611.11","591.47","3.07B","3.00%"
"Feb 05, 2012","593.32","599.18","615.88","589.88","3.16B","-1.36%"
"Jan 29, 2012","601.48","570.54","604.43","569.05","3.36B","4.87%"
"Jan 22, 2012","573.57","547.73","575.82","542.24","3.10B","4.50%"
"Jan 15, 2012","548.89","517.12","550.57","514.84","3.04B","6.45%"
"Jan 08, 2012","515.62","504.98","527.93","492.63","2.59B","2.75%"
"Jan 01, 2012","501.83","513.15","529.57","500.07","1.97B","-2.11%"
"Dec 25, 2011","512.67","522.36","526.18","510.13","1.17B","-1.31%"
"Dec 18, 2011","519.49","514.50","528.46","506.40","1.87B","0.55%"
"Dec 11, 2011","516.66","535.57","538.85","510.88","2.07B","-4.03%"
"Dec 04, 2011","538.35","549.44","555.38","526.56","2.07B","-1.71%"
"Nov 27, 2011","547.69","515.76","551.55","513.03","2.67B","7.24%"
"Nov 20, 2011","510.71","543.01","545.07","488.12","2.65B","-6.25%"
"Nov 13, 2011","544.74","566.09","567.71","543.45","2.03B","-3.07%"
"Nov 06, 2011","562.01","549.66","563.92","548.75","769.74M","0.04%"
"Oct 30, 2011","561.80","568.11","569.55","541.22","2.47B","-1.51%"
"Oct 23, 2011","570.42","570.24","574.47","553.39","2.07B","0.44%"
"Oct 16, 2011","567.92","595.67","599.59","553.88","2.34B","-4.23%"
"Oct 09, 2011","593.00","577.32","598.81","573.92","2.29B","3.42%"
"Oct 02, 2011","573.39","589.07","601.16","565.08","2.60B","-3.94%"
"Sep 25, 2011","596.93","552.16","601.10","550.09","2.59B","5.98%"
"Sep 18, 2011","563.23","573.44","617.22","556.83","3.51B","-2.72%"
"Sep 11, 2011","578.97","550.41","581.04","545.19","2.37B","3.57%"
"Sep 04, 2011","559.03","545.52","569.80","538.86","2.45B","0.95%"
"Aug 28, 2011","553.75","541.24","557.61","536.25","494.34M","3.10%"
"Aug 21, 2011","537.08","517.26","539.27","515.70","2.39B","1.22%"
"Aug 14, 2011","530.62","528.12","548.54","499.31","2.97B","1.67%"
"Aug 07, 2011","521.89","551.12","559.45","486.00","4.52B","-7.25%"
"Jul 31, 2011","562.66","627.32","628.00","556.25","2.73B","-9.68%"
"Jul 24, 2011","622.96","592.27","625.31","584.86","2.05B","4.17%"
"Jul 17, 2011","598.02","624.26","626.97","594.34","2.07B","-4.52%"
"Jul 10, 2011","626.35","633.03","637.87","618.02","1.91B","-1.51%"
"Jul 03, 2011","635.96","633.20","644.63","630.45","1.74B","0.52%"
"Jun 26, 2011","632.65","616.69","636.41","615.43","1.88B","1.92%"
"Jun 19, 2011","620.73","611.02","625.97","603.11","1.90B","0.58%"
"Jun 12, 2011","617.17","641.03","643.35","598.40","2.78B","-3.11%"
"Jun 05, 2011","637.00","630.01","644.78","630.01","2.41B","1.42%"
"May 29, 2011","628.07","621.13","637.09","611.39","2.65B","0.64%"
"May 22, 2011","624.07","628.69","650.17","618.54","2.59B","-1.41%"
"May 15, 2011","632.99","643.23","656.38","625.12","2.17B","-1.99%"
"May 08, 2011","645.85","683.10","685.74","645.03","3.01B","-5.36%"
"May 01, 2011","682.41","696.21","703.36","679.68","2.87B","-1.46%"
"Apr 24, 2011","692.50","687.22","694.09","673.46","2.86B","0.81%"
"Apr 17, 2011","686.92","688.10","688.10","662.83","3.35B","0.35%"
"Apr 10, 2011","684.50","678.53","689.12","675.84","2.93B","0.52%"
"Apr 03, 2011","680.93","656.34","697.96","654.80","4.61B","3.62%"
"Mar 27, 2011","657.14","643.76","657.14","633.58","3.33B","2.28%"
"Mar 20, 2011","642.47","637.94","651.71","633.25","3.63B","0.64%"
"Mar 13, 2011","638.39","637.56","651.21","625.01","4.26B","0.09%"
"Mar 06, 2011","637.82","605.61","638.47","594.24","4.69B","4.37%"
"Feb 27, 2011","611.13","615.78","618.09","580.68","3.85B","-0.41%"
"Feb 20, 2011","613.67","658.99","658.99","605.47","3.77B","-7.00%"
"Feb 13, 2011","659.86","653.48","663.89","643.73","3.81B","1.94%"
"Feb 06, 2011","647.30","655.39","661.63","639.95","3.00B","-0.89%"
"Jan 30, 2011","653.09","625.89","658.69","619.57","3.76B","3.32%"
"Jan 23, 2011","632.11","662.37","663.93","628.89","3.73B","-4.12%"
"Jan 16, 2011","659.27","676.55","676.81","644.72","3.98B","-2.88%"
"Jan 09, 2011","678.80","685.15","689.92","673.01","3.99B","-1.29%"
"Jan 02, 2011","687.70","663.63","697.25","661.27","5.10B","4.19%"
"Dec 26, 2010","660.04","661.64","671.56","652.59","3.54B","-0.40%"
"Dec 19, 2010","662.67","635.72","663.96","624.37","3.20B","4.32%"
"Dec 12, 2010","635.24","651.22","669.71","628.68","3.76B","-1.91%"
"Dec 05, 2010","647.59","671.69","685.24","646.29","3.39B","-3.14%"
"Nov 28, 2010","668.60","664.82","675.52","638.35","3.59B","1.08%"
"Nov 21, 2010","661.48","710.96","711.52","654.06","2.93B","-5.50%"
